Reservoir_Name,Date,Rainfall_mm,Inflow_cumecs,Outflow_cumecs,Runoff_Factor,Storage_BCM,Capacity_Percentage
Tunga Bhadra,2016-09-06,12.24,41.93,0.6,0.68,3.8,100.0
Tunga Bhadra,2016-09-07,2.91,10.19,0.74,0.68,3.8,100.0
Tunga Bhadra,2016-09-08,0.0,0.38,0.82,0.68,3.7557,98.84
Tunga Bhadra,2016-09-09,13.81,47.55,0.63,0.68,3.8,100.0
Tunga Bhadra,2016-09-10,0.0,0.16,0.86,0.68,3.7302,98.16
Tunga Bhadra,2016-09-11,0.0,0.2,0.96,0.68,3.6542,96.16
Tunga Bhadra,2016-09-12,6.94,23.95,0.84,0.68,3.8,100.0
Tunga Bhadra,2016-09-13,4.11,14.17,0.63,0.68,3.8,100.0
Tunga Bhadra,2016-09-14,13.95,47.81,0.89,0.68,3.8,100.0
Tunga Bhadra,2016-09-15,4.59,16.06,0.89,0.68,3.8,100.0
Tunga Bhadra,2016-09-16,34.4,117.83,0.95,0.68,3.8,100.0
Tunga Bhadra,2016-09-17,11.59,40.02,0.85,0.68,3.8,100.0
Tunga Bhadra,2016-09-18,13.05,44.8,0.96,0.68,3.8,100.0
Tunga Bhadra,2016-09-19,3.16,10.9,0.9,0.68,3.8,100.0
Tunga Bhadra,2016-09-20,6.85,23.79,0.58,0.68,3.8,100.0
Tunga Bhadra,2016-09-21,3.42,12.05,0.67,0.68,3.8,100.0
Tunga Bhadra,2016-09-22,8.82,30.42,0.66,0.68,3.8,100.0
Tunga Bhadra,2016-09-23,2.58,9.02,0.7,0.68,3.8,100.0
Tunga Bhadra,2016-09-24,0.0,0.11,0.93,0.68,3.7178,97.84
Tunga Bhadra,2016-09-25,0.0,0.18,0.95,0.68,3.6411,95.82
Tunga Bhadra,2016-09-26,13.02,44.56,0.97,0.68,3.8,100.0
Tunga Bhadra,2016-09-27,6.2,21.32,0.87,0.68,3.8,100.0
Tunga Bhadra,2016-09-28,11.91,41.04,0.99,0.68,3.8,100.0
Tunga Bhadra,2016-09-29,6.33,21.76,0.82,0.68,3.8,100.0
Tunga Bhadra,2016-09-30,10.33,35.46,0.58,0.68,3.8,100.0
Tunga Bhadra,2016-10-01,0.0,0.44,1.54,0.68,3.6897,97.1
Tunga Bhadra,2016-10-02,0.0,0.11,1.89,0.68,3.5117,92.41
Tunga Bhadra,2016-10-03,0.0,0.5,1.76,0.68,3.3856,89.1
Tunga Bhadra,2016-10-04,0.0,0.1,1.92,0.68,3.2036,84.31
Tunga Bhadra,2016-10-05,0.0,0.23,1.08,0.68,3.1185,82.07
Tunga Bhadra,2016-10-06,0.0,0.17,1.59,0.68,2.9764,78.33
Tunga Bhadra,2016-10-07,0.0,0.26,1.45,0.68,2.8574,75.19
Tunga Bhadra,2016-10-08,0.0,0.51,1.51,0.68,2.7568,72.55
Tunga Bhadra,2016-10-09,0.0,0.4,1.22,0.68,2.6755,70.41
Tunga Bhadra,2016-10-10,0.0,0.38,1.48,0.68,2.5647,67.49
Tunga Bhadra,2016-10-11,0.0,0.46,1.07,0.68,2.5039,65.89
Tunga Bhadra,2016-10-12,0.0,0.32,1.55,0.68,2.3804,62.64
Tunga Bhadra,2016-10-13,0.0,0.14,1.67,0.68,2.2272,58.61
Tunga Bhadra,2016-10-14,0.0,0.49,1.57,0.68,2.1197,55.78
Tunga Bhadra,2016-10-15,0.0,0.32,1.97,0.68,1.9552,51.45
Tunga Bhadra,2016-10-16,0.15,0.96,1.38,0.68,1.9124,50.33
Tunga Bhadra,2016-10-17,0.0,0.35,1.24,0.68,1.8235,47.99
Tunga Bhadra,2016-10-18,0.0,0.26,1.72,0.68,1.6769,44.13
Tunga Bhadra,2016-10-19,0.0,0.33,1.73,0.68,1.5368,40.44
Tunga Bhadra,2016-10-20,0.0,0.11,1.74,0.68,1.3736,36.15
Tunga Bhadra,2016-10-21,0.0,0.18,1.39,0.68,1.2526,32.96
Tunga Bhadra,2016-10-22,0.0,0.35,1.9,0.68,1.0972,28.87
Tunga Bhadra,2016-10-23,0.0,0.18,1.61,0.68,0.9542,25.11
Tunga Bhadra,2016-10-24,0.0,0.4,1.32,0.68,0.8623,22.69
Tunga Bhadra,2016-10-25,3.9,13.68,1.77,0.68,2.0532,54.03
Tunga Bhadra,2016-10-26,0.0,0.21,1.88,0.68,1.8866,49.65
Tunga Bhadra,2016-10-27,0.0,0.19,1.65,0.68,1.7411,45.82
Tunga Bhadra,2016-10-28,0.0,0.23,1.21,0.68,1.643,43.24
Tunga Bhadra,2016-10-29,0.0,0.13,1.37,0.68,1.5198,39.99
Tunga Bhadra,2016-10-30,0.0,0.3,1.79,0.68,1.3713,36.09
Tunga Bhadra,2016-10-31,0.0,0.42,1.73,0.68,1.2397,32.62
Tunga Bhadra,2016-11-01,0.0,0.27,1.33,0.68,1.1342,29.85
Tunga Bhadra,2016-11-02,0.0,0.48,1.58,0.68,1.0248,26.97
Tunga Bhadra,2016-11-03,0.0,0.41,1.77,0.68,0.8892,23.4
Tunga Bhadra,2016-11-04,0.0,0.29,1.99,0.68,0.7196,18.94
Tunga Bhadra,2016-11-05,0.0,0.17,1.81,0.68,0.555,14.61
Tunga Bhadra,2016-11-06,0.0,0.32,1.65,0.68,0.4216,11.09
Tunga Bhadra,2016-11-07,0.0,0.14,1.44,0.68,0.2911,7.66
Tunga Bhadra,2016-11-08,0.0,0.11,1.53,0.68,0.1484,3.9
Tunga Bhadra,2016-11-09,0.34,1.53,1.37,0.68,0.1642,4.32
Tunga Bhadra,2016-11-10,0.0,0.49,1.26,0.68,0.0868,2.29
Tunga Bhadra,2016-11-11,0.0,0.49,2.0,0.68,0.0,0.0
Tunga Bhadra,2016-11-12,0.0,0.4,1.21,0.68,0.0,0.0
Tunga Bhadra,2016-11-13,0.0,0.18,1.13,0.68,0.0,0.0
Tunga Bhadra,2016-11-14,0.0,0.34,1.05,0.68,0.0,0.0
Tunga Bhadra,2016-11-15,0.01,0.15,1.52,0.68,0.0,0.0
Tunga Bhadra,2016-11-16,0.0,0.44,1.53,0.68,0.0,0.0
Tunga Bhadra,2016-11-17,0.0,0.14,1.36,0.68,0.0,0.0
Tunga Bhadra,2016-11-18,0.0,0.2,1.06,0.68,0.0,0.0
Tunga Bhadra,2016-11-19,0.3,1.44,1.1,0.68,0.0333,0.88
Tunga Bhadra,2016-11-20,0.0,0.44,1.4,0.68,0.0,0.0
Tunga Bhadra,2016-11-21,0.0,0.18,1.8,0.68,0.0,0.0
Tunga Bhadra,2016-11-22,0.0,0.29,1.74,0.68,0.0,0.0
Tunga Bhadra,2016-11-23,0.0,0.21,1.29,0.68,0.0,0.0
Tunga Bhadra,2016-11-24,1.38,5.05,1.44,0.68,0.3612,9.5
Tunga Bhadra,2016-11-25,0.0,0.47,1.25,0.68,0.2827,7.44
Tunga Bhadra,2016-11-26,0.0,0.23,1.46,0.68,0.1599,4.21
Tunga Bhadra,2016-11-27,0.0,0.37,1.07,0.68,0.0896,2.36
Tunga Bhadra,2016-11-28,0.0,0.35,1.32,0.68,0.0,0.0
Tunga Bhadra,2016-11-29,0.0,0.32,1.74,0.68,0.0,0.0
Tunga Bhadra,2016-11-30,1.41,5.06,1.17,0.68,0.3888,10.23
Tunga Bhadra,2016-12-01,0.0,0.49,1.09,0.68,0.3292,8.66
Tunga Bhadra,2016-12-02,0.0,0.11,1.56,0.68,0.1835,4.83
Tunga Bhadra,2016-12-03,0.34,1.56,1.14,0.68,0.2261,5.95
Tunga Bhadra,2016-12-04,0.0,0.2,1.48,0.68,0.0985,2.59
Tunga Bhadra,2016-12-05,0.0,0.31,1.47,0.68,0.0,0.0
Tunga Bhadra,2016-12-06,0.0,0.37,1.9,0.68,0.0,0.0
Tunga Bhadra,2016-12-07,0.68,2.54,1.59,0.68,0.0955,2.51
Tunga Bhadra,2016-12-08,0.0,0.14,1.6,0.68,0.0,0.0
Tunga Bhadra,2016-12-09,0.0,0.19,1.52,0.68,0.0,0.0
Tunga Bhadra,2016-12-10,0.21,1.18,1.06,0.68,0.012,0.31
Tunga Bhadra,2016-12-11,0.0,0.34,1.48,0.68,0.0,0.0
Tunga Bhadra,2016-12-12,0.0,0.27,1.12,0.68,0.0,0.0
Tunga Bhadra,2016-12-13,0.93,3.44,1.44,0.68,0.1995,5.25
Tunga Bhadra,2016-12-14,0.0,0.27,1.91,0.68,0.0359,0.94
Tunga Bhadra,2016-12-15,0.0,0.37,1.19,0.68,0.0,0.0
Tunga Bhadra,2016-12-16,0.0,0.45,1.85,0.68,0.0,0.0
Tunga Bhadra,2016-12-17,0.6,2.4,1.18,0.68,0.1217,3.2
Tunga Bhadra,2016-12-18,0.0,0.15,1.23,0.68,0.0137,0.36
Tunga Bhadra,2016-12-19,1.08,3.91,1.31,0.68,0.2741,7.21
Tunga Bhadra,2016-12-20,0.0,0.4,1.95,0.68,0.119,3.13
Tunga Bhadra,2016-12-21,0.0,0.43,1.61,0.68,0.001,0.03
Tunga Bhadra,2016-12-22,0.0,0.44,1.41,0.68,0.0,0.0
Tunga Bhadra,2016-12-23,0.0,0.14,1.1,0.68,0.0,0.0
Tunga Bhadra,2016-12-24,0.0,0.16,1.06,0.68,0.0,0.0
Tunga Bhadra,2016-12-25,0.0,0.16,1.14,0.68,0.0,0.0
Tunga Bhadra,2016-12-26,0.0,0.37,1.39,0.68,0.0,0.0
Tunga Bhadra,2016-12-27,0.0,0.49,1.79,0.68,0.0,0.0
Tunga Bhadra,2016-12-28,0.0,0.34,1.09,0.68,0.0,0.0
Tunga Bhadra,2016-12-29,0.0,0.37,1.08,0.68,0.0,0.0
Tunga Bhadra,2016-12-30,0.0,0.46,1.01,0.68,0.0,0.0
Tunga Bhadra,2016-12-31,0.5,1.89,1.86,0.68,0.0029,0.08
Tunga Bhadra,2017-01-01,0.0,0.45,1.3,0.68,0.0,0.0
Tunga Bhadra,2017-01-02,0.0,0.36,1.12,0.68,0.0,0.0
Tunga Bhadra,2017-01-03,0.03,0.54,1.61,0.68,0.0,0.0
Tunga Bhadra,2017-01-04,1.41,5.02,1.61,0.68,0.3411,8.98
Tunga Bhadra,2017-01-05,0.0,0.42,1.68,0.68,0.2151,5.66
Tunga Bhadra,2017-01-06,0.0,0.21,1.02,0.68,0.135,3.55
Tunga Bhadra,2017-01-07,0.0,0.17,1.39,0.68,0.0137,0.36
Tunga Bhadra,2017-01-08,3.21,11.14,1.3,0.68,0.9978,26.26
Tunga Bhadra,2017-01-09,0.0,0.15,1.88,0.68,0.8246,21.7
Tunga Bhadra,2017-01-10,0.0,0.29,1.19,0.68,0.735,19.34
Tunga Bhadra,2017-01-11,0.0,0.47,1.76,0.68,0.606,15.95
Tunga Bhadra,2017-01-12,0.21,1.17,1.14,0.68,0.6087,16.02
Tunga Bhadra,2017-01-13,0.0,0.42,1.72,0.68,0.4788,12.6
Tunga Bhadra,2017-01-14,0.0,0.34,1.55,0.68,0.3581,9.42
Tunga Bhadra,2017-01-15,0.0,0.24,1.16,0.68,0.2665,7.01
Tunga Bhadra,2017-01-16,0.0,0.25,1.87,0.68,0.1041,2.74
Tunga Bhadra,2017-01-17,0.0,0.5,1.54,0.68,0.0001,0.0
Tunga Bhadra,2017-01-18,0.0,0.46,1.88,0.68,0.0,0.0
Tunga Bhadra,2017-01-19,0.0,0.1,1.23,0.68,0.0,0.0
Tunga Bhadra,2017-01-20,0.0,0.36,1.93,0.68,0.0,0.0
Tunga Bhadra,2017-01-21,0.0,0.2,1.47,0.68,0.0,0.0
Tunga Bhadra,2017-01-22,0.0,0.42,1.77,0.68,0.0,0.0
Tunga Bhadra,2017-01-23,0.0,0.2,1.6,0.68,0.0,0.0
Tunga Bhadra,2017-01-24,0.04,0.25,1.84,0.68,0.0,0.0
Tunga Bhadra,2017-01-25,0.01,0.19,1.34,0.68,0.0,0.0
Tunga Bhadra,2017-01-26,0.0,0.34,1.76,0.68,0.0,0.0
Tunga Bhadra,2017-01-27,0.0,0.37,1.85,0.68,0.0,0.0
Tunga Bhadra,2017-01-28,0.0,0.41,1.43,0.68,0.0,0.0
Tunga Bhadra,2017-01-29,3.76,13.11,1.97,0.68,1.1142,29.32
Tunga Bhadra,2017-01-30,0.0,0.41,1.63,0.68,0.9924,26.11
Tunga Bhadra,2017-01-31,0.08,0.4,1.88,0.68,0.8444,22.22
Tunga Bhadra,2017-02-01,0.56,2.35,1.46,0.68,0.9326,24.54
Tunga Bhadra,2017-02-02,0.94,3.47,1.88,0.68,1.0917,28.73
Tunga Bhadra,2017-02-03,0.0,0.21,1.2,0.68,0.9925,26.12
Tunga Bhadra,2017-02-04,0.0,0.49,1.85,0.68,0.8567,22.55
Tunga Bhadra,2017-02-05,0.0,0.32,1.77,0.68,0.7115,18.72
Tunga Bhadra,2017-02-06,0.0,0.3,1.48,0.68,0.5934,15.61
Tunga Bhadra,2017-02-07,0.0,0.34,1.5,0.68,0.4777,12.57
Tunga Bhadra,2017-02-08,0.0,0.41,1.07,0.68,0.4122,10.85
Tunga Bhadra,2017-02-09,0.0,0.48,1.07,0.68,0.3526,9.28
Tunga Bhadra,2017-02-10,0.0,0.21,1.68,0.68,0.2059,5.42
Tunga Bhadra,2017-02-11,0.04,0.46,1.68,0.68,0.0841,2.21
Tunga Bhadra,2017-02-12,0.0,0.33,1.16,0.68,0.0004,0.01
Tunga Bhadra,2017-02-13,0.0,0.5,1.99,0.68,0.0,0.0
Tunga Bhadra,2017-02-14,0.0,0.11,1.96,0.68,0.0,0.0
Tunga Bhadra,2017-02-15,0.0,0.37,1.26,0.68,0.0,0.0
Tunga Bhadra,2017-02-16,1.04,3.91,1.29,0.68,0.2618,6.89
Tunga Bhadra,2017-02-17,0.0,0.27,1.51,0.68,0.1377,3.62
Tunga Bhadra,2017-02-18,0.0,0.11,1.08,0.68,0.0405,1.07
Tunga Bhadra,2017-02-19,0.0,0.17,1.29,0.68,0.0,0.0
Tunga Bhadra,2017-02-20,0.0,0.27,1.02,0.68,0.0,0.0
Tunga Bhadra,2017-02-21,0.0,0.11,1.1,0.68,0.0,0.0
Tunga Bhadra,2017-02-22,0.0,0.3,1.3,0.68,0.0,0.0
Tunga Bhadra,2017-02-23,0.21,0.83,1.12,0.68,0.0,0.0
Tunga Bhadra,2017-02-24,0.85,3.04,1.91,0.68,0.1137,2.99
Tunga Bhadra,2017-02-25,0.0,0.35,1.91,0.68,0.0,0.0
Tunga Bhadra,2017-02-26,0.0,0.24,1.38,0.68,0.0,0.0
Tunga Bhadra,2017-02-27,0.0,0.23,1.25,0.68,0.0,0.0
Tunga Bhadra,2017-02-28,0.0,0.2,1.48,0.68,0.0,0.0
Tunga Bhadra,2017-03-01,1.6,5.75,1.53,0.68,0.4212,11.08
Tunga Bhadra,2017-03-02,0.0,0.41,1.94,0.68,0.268,7.05
Tunga Bhadra,2017-03-03,0.0,0.34,1.32,0.68,0.1708,4.49
Tunga Bhadra,2017-03-04,0.0,0.2,1.37,0.68,0.0537,1.41
Tunga Bhadra,2017-03-05,0.0,0.49,1.23,0.68,0.0,0.0
Tunga Bhadra,2017-03-06,0.0,0.24,1.2,0.68,0.0,0.0
Tunga Bhadra,2017-03-07,0.03,0.24,1.94,0.68,0.0,0.0
Tunga Bhadra,2017-03-08,0.0,0.26,1.18,0.68,0.0,0.0
Tunga Bhadra,2017-03-09,0.0,0.4,1.76,0.68,0.0,0.0
Tunga Bhadra,2017-03-10,0.0,0.31,1.06,0.68,0.0,0.0
Tunga Bhadra,2017-03-11,0.0,0.28,1.8,0.68,0.0,0.0
Tunga Bhadra,2017-03-12,0.0,0.25,1.76,0.68,0.0,0.0
Tunga Bhadra,2017-03-13,0.0,0.48,1.25,0.68,0.0,0.0
Tunga Bhadra,2017-03-14,0.0,0.42,1.72,0.68,0.0,0.0
Tunga Bhadra,2017-03-15,0.0,0.33,1.19,0.68,0.0,0.0
Tunga Bhadra,2017-03-16,0.0,0.43,1.86,0.68,0.0,0.0
Tunga Bhadra,2017-03-17,0.0,0.48,1.74,0.68,0.0,0.0
Tunga Bhadra,2017-03-18,0.0,0.35,1.54,0.68,0.0,0.0
Tunga Bhadra,2017-03-19,0.0,0.18,1.11,0.68,0.0,0.0
Tunga Bhadra,2017-03-20,0.0,0.33,1.64,0.68,0.0,0.0
Tunga Bhadra,2017-03-21,0.0,0.46,1.19,0.68,0.0,0.0
Tunga Bhadra,2017-03-22,0.0,0.47,1.19,0.68,0.0,0.0
Tunga Bhadra,2017-03-23,0.0,0.31,1.73,0.68,0.0,0.0
Tunga Bhadra,2017-03-24,0.0,0.19,1.09,0.68,0.0,0.0
Tunga Bhadra,2017-03-25,0.0,0.48,1.72,0.68,0.0,0.0
Tunga Bhadra,2017-03-26,0.0,0.17,1.4,0.68,0.0,0.0
Tunga Bhadra,2017-03-27,0.0,0.41,1.18,0.68,0.0,0.0
Tunga Bhadra,2017-03-28,0.0,0.12,1.28,0.68,0.0,0.0
Tunga Bhadra,2017-03-29,0.0,0.49,1.91,0.68,0.0,0.0
Tunga Bhadra,2017-03-30,0.0,0.26,1.18,0.68,0.0,0.0
Tunga Bhadra,2017-03-31,0.0,0.26,1.95,0.68,0.0,0.0
Tunga Bhadra,2017-04-01,0.14,0.81,1.66,0.68,0.0,0.0
Tunga Bhadra,2017-04-02,0.0,0.34,1.73,0.68,0.0,0.0
Tunga Bhadra,2017-04-03,0.0,0.12,1.86,0.68,0.0,0.0
Tunga Bhadra,2017-04-04,0.0,0.18,1.1,0.68,0.0,0.0
Tunga Bhadra,2017-04-05,0.0,0.12,1.83,0.68,0.0,0.0
Tunga Bhadra,2017-04-06,0.0,0.43,1.58,0.68,0.0,0.0
Tunga Bhadra,2017-04-07,0.0,0.25,1.66,0.68,0.0,0.0
Tunga Bhadra,2017-04-08,0.03,0.51,1.07,0.68,0.0,0.0
Tunga Bhadra,2017-04-09,0.03,0.33,1.38,0.68,0.0,0.0
Tunga Bhadra,2017-04-10,0.0,0.16,1.63,0.68,0.0,0.0
Tunga Bhadra,2017-04-11,1.17,4.26,1.44,0.68,0.283,7.45
Tunga Bhadra,2017-04-12,0.0,0.13,1.58,0.68,0.1386,3.65
Tunga Bhadra,2017-04-13,0.0,0.31,1.88,0.68,0.0,0.0
Tunga Bhadra,2017-04-14,0.0,0.41,1.68,0.68,0.0,0.0
Tunga Bhadra,2017-04-15,0.0,0.25,1.41,0.68,0.0,0.0
Tunga Bhadra,2017-04-16,0.91,3.55,1.49,0.68,0.2062,5.43
Tunga Bhadra,2017-04-17,0.0,0.31,1.1,0.68,0.1278,3.36
Tunga Bhadra,2017-04-18,0.0,0.33,1.24,0.68,0.0363,0.95
Tunga Bhadra,2017-04-19,0.0,0.45,1.72,0.68,0.0,0.0
Tunga Bhadra,2017-04-20,0.29,1.3,1.19,0.68,0.0115,0.3
Tunga Bhadra,2017-04-21,0.55,2.15,1.34,0.68,0.0924,2.43
Tunga Bhadra,2017-04-22,0.0,0.37,1.48,0.68,0.0,0.0
Tunga Bhadra,2017-04-23,0.0,0.2,1.05,0.68,0.0,0.0
Tunga Bhadra,2017-04-24,0.0,0.23,1.02,0.68,0.0,0.0
Tunga Bhadra,2017-04-25,0.0,0.12,1.25,0.68,0.0,0.0
Tunga Bhadra,2017-04-26,0.0,0.17,1.12,0.68,0.0,0.0
Tunga Bhadra,2017-04-27,0.0,0.13,1.86,0.68,0.0,0.0
Tunga Bhadra,2017-04-28,0.7,2.57,1.01,0.68,0.1558,4.1
Tunga Bhadra,2017-04-29,0.0,0.24,1.09,0.68,0.0703,1.85
Tunga Bhadra,2017-04-30,0.0,0.42,1.88,0.68,0.0,0.0
Tunga Bhadra,2017-05-01,0.0,0.23,1.35,0.68,0.0,0.0
Tunga Bhadra,2017-05-02,0.0,0.14,1.57,0.68,0.0,0.0
Tunga Bhadra,2017-05-03,0.0,0.27,1.27,0.68,0.0,0.0
Tunga Bhadra,2017-05-04,0.0,0.11,1.79,0.68,0.0,0.0
Tunga Bhadra,2017-05-05,0.0,0.19,1.66,0.68,0.0,0.0
Tunga Bhadra,2017-05-06,0.0,0.16,1.79,0.68,0.0,0.0
Tunga Bhadra,2017-05-07,0.0,0.11,1.23,0.68,0.0,0.0
Tunga Bhadra,2017-05-08,0.0,0.12,1.78,0.68,0.0,0.0
Tunga Bhadra,2017-05-09,0.0,0.43,1.78,0.68,0.0,0.0
Tunga Bhadra,2017-05-10,0.18,0.98,1.53,0.68,0.0,0.0
Tunga Bhadra,2017-05-11,0.08,0.69,1.52,0.68,0.0,0.0
Tunga Bhadra,2017-05-12,0.0,0.5,1.39,0.68,0.0,0.0
Tunga Bhadra,2017-05-13,0.06,0.67,1.11,0.68,0.0,0.0
Tunga Bhadra,2017-05-14,0.0,0.42,1.59,0.68,0.0,0.0
Tunga Bhadra,2017-05-15,0.78,3.07,1.44,0.68,0.1622,4.27
Tunga Bhadra,2017-05-16,0.0,0.48,1.73,0.68,0.038,1.0
Tunga Bhadra,2017-05-17,0.0,0.4,1.85,0.68,0.0,0.0
Tunga Bhadra,2017-05-18,0.0,0.46,1.46,0.68,0.0,0.0
Tunga Bhadra,2017-05-19,0.0,0.21,1.8,0.68,0.0,0.0
Tunga Bhadra,2017-05-20,0.0,0.33,1.91,0.68,0.0,0.0
Tunga Bhadra,2017-05-21,0.0,0.41,1.83,0.68,0.0,0.0
Tunga Bhadra,2017-05-22,0.73,2.73,1.91,0.68,0.0821,2.16
Tunga Bhadra,2017-05-23,3.61,12.49,1.58,0.68,1.1735,30.88
Tunga Bhadra,2017-05-24,0.0,0.16,1.59,0.68,1.0307,27.12
Tunga Bhadra,2017-05-25,0.0,0.15,1.66,0.68,0.8797,23.15
Tunga Bhadra,2017-05-26,0.0,0.49,1.23,0.68,0.8061,21.21
Tunga Bhadra,2017-05-27,0.0,0.15,1.5,0.68,0.6716,17.67
Tunga Bhadra,2017-05-28,0.0,0.27,1.41,0.68,0.5569,14.66
Tunga Bhadra,2017-05-29,0.0,0.46,1.34,0.68,0.469,12.34
Tunga Bhadra,2017-05-30,0.0,0.33,1.04,0.68,0.3976,10.46
Tunga Bhadra,2017-05-31,0.0,0.12,1.06,0.68,0.3034,7.98
Tunga Bhadra,2017-06-01,8.62,29.81,0.92,0.68,3.1928,84.02
Tunga Bhadra,2017-06-02,0.0,0.23,0.72,0.68,3.1437,82.73
Tunga Bhadra,2017-06-03,7.96,27.52,0.63,0.68,3.8,100.0
Tunga Bhadra,2017-06-04,0.0,0.29,0.53,0.68,3.776,99.37
Tunga Bhadra,2017-06-05,7.13,24.79,0.53,0.68,3.8,100.0
Tunga Bhadra,2017-06-06,5.31,18.38,0.73,0.68,3.8,100.0
Tunga Bhadra,2017-06-07,10.17,35.05,0.78,0.68,3.8,100.0
Tunga Bhadra,2017-06-08,11.27,38.66,0.54,0.68,3.8,100.0
Tunga Bhadra,2017-06-09,6.58,22.82,0.67,0.68,3.8,100.0
Tunga Bhadra,2017-06-10,0.0,0.36,0.99,0.68,3.737,98.34
Tunga Bhadra,2017-06-11,0.0,0.18,0.52,0.68,3.7037,97.47
Tunga Bhadra,2017-06-12,12.96,44.36,0.87,0.68,3.8,100.0
Tunga Bhadra,2017-06-13,13.93,48.01,0.78,0.68,3.8,100.0
Tunga Bhadra,2017-06-14,0.0,0.24,0.71,0.68,3.7531,98.77
Tunga Bhadra,2017-06-15,20.63,70.5,0.5,0.68,3.8,100.0
Tunga Bhadra,2017-06-16,0.91,3.35,0.76,0.68,3.8,100.0
Tunga Bhadra,2017-06-17,18.4,63.17,0.97,0.68,3.8,100.0
Tunga Bhadra,2017-06-18,9.57,33.09,1.0,0.68,3.8,100.0
Tunga Bhadra,2017-06-19,4.3,14.98,0.77,0.68,3.8,100.0
Tunga Bhadra,2017-06-20,6.18,21.33,0.71,0.68,3.8,100.0
Tunga Bhadra,2017-06-21,4.77,16.39,0.6,0.68,3.8,100.0
Tunga Bhadra,2017-06-22,4.78,16.44,0.62,0.68,3.8,100.0
Tunga Bhadra,2017-06-23,8.35,28.79,0.93,0.68,3.8,100.0
Tunga Bhadra,2017-06-24,17.51,60.02,0.83,0.68,3.8,100.0
Tunga Bhadra,2017-06-25,12.75,43.81,0.78,0.68,3.8,100.0
Tunga Bhadra,2017-06-26,0.66,2.38,0.68,0.68,3.8,100.0
Tunga Bhadra,2017-06-27,0.0,0.31,0.93,0.68,3.7383,98.38
Tunga Bhadra,2017-06-28,10.5,36.22,0.99,0.68,3.8,100.0
Tunga Bhadra,2017-06-29,4.76,16.57,0.72,0.68,3.8,100.0
Tunga Bhadra,2017-06-30,15.73,54.02,0.94,0.68,3.8,100.0
Tunga Bhadra,2017-07-01,4.34,15.14,0.84,0.68,3.8,100.0
Tunga Bhadra,2017-07-02,0.0,0.33,0.98,0.68,3.7358,98.31
Tunga Bhadra,2017-07-03,4.73,16.48,0.72,0.68,3.8,100.0
Tunga Bhadra,2017-07-04,4.95,17.32,0.91,0.68,3.8,100.0
Tunga Bhadra,2017-07-05,0.0,0.27,0.71,0.68,3.7558,98.84
Tunga Bhadra,2017-07-06,0.0,0.47,0.8,0.68,3.7222,97.95
Tunga Bhadra,2017-07-07,5.58,19.53,0.85,0.68,3.8,100.0
Tunga Bhadra,2017-07-08,0.0,0.15,0.96,0.68,3.7193,97.88
Tunga Bhadra,2017-07-09,0.0,0.21,0.82,0.68,3.6585,96.28
Tunga Bhadra,2017-07-10,5.66,19.77,0.55,0.68,3.8,100.0
Tunga Bhadra,2017-07-11,9.49,32.73,0.69,0.68,3.8,100.0
Tunga Bhadra,2017-07-12,8.64,29.94,0.54,0.68,3.8,100.0
Tunga Bhadra,2017-07-13,11.55,39.54,0.94,0.68,3.8,100.0
Tunga Bhadra,2017-07-14,3.95,13.82,0.68,0.68,3.8,100.0
Tunga Bhadra,2017-07-15,12.83,44.02,0.92,0.68,3.8,100.0
Tunga Bhadra,2017-07-16,0.0,0.35,0.64,0.68,3.7703,99.22
Tunga Bhadra,2017-07-17,7.75,26.64,0.88,0.68,3.8,100.0
Tunga Bhadra,2017-07-18,6.21,21.67,0.78,0.68,3.8,100.0
Tunga Bhadra,2017-07-19,10.19,34.89,0.93,0.68,3.8,100.0
Tunga Bhadra,2017-07-20,7.15,24.62,0.78,0.68,3.8,100.0
Tunga Bhadra,2017-07-21,6.18,21.51,0.94,0.68,3.8,100.0
Tunga Bhadra,2017-07-22,0.0,0.36,0.61,0.68,3.7745,99.33
Tunga Bhadra,2017-07-23,0.0,0.47,0.96,0.68,3.7254,98.04
Tunga Bhadra,2017-07-24,15.39,52.97,0.83,0.68,3.8,100.0
Tunga Bhadra,2017-07-25,5.76,19.92,0.55,0.68,3.8,100.0
Tunga Bhadra,2017-07-26,23.59,80.75,0.91,0.68,3.8,100.0
Tunga Bhadra,2017-07-27,1.09,3.93,0.57,0.68,3.8,100.0
Tunga Bhadra,2017-07-28,0.0,0.4,0.7,0.68,3.7694,99.19
Tunga Bhadra,2017-07-29,0.0,0.29,0.51,0.68,3.7481,98.63
Tunga Bhadra,2017-07-30,4.01,13.83,0.6,0.68,3.8,100.0
Tunga Bhadra,2017-07-31,15.75,54.22,0.61,0.68,3.8,100.0
Tunga Bhadra,2017-08-01,18.48,63.3,0.59,0.68,3.8,100.0
Tunga Bhadra,2017-08-02,1.62,5.68,0.6,0.68,3.8,100.0
Tunga Bhadra,2017-08-03,3.25,11.46,0.75,0.68,3.8,100.0
Tunga Bhadra,2017-08-04,0.0,0.29,0.6,0.68,3.769,99.18
Tunga Bhadra,2017-08-05,0.0,0.29,0.53,0.68,3.7447,98.54
Tunga Bhadra,2017-08-06,13.86,47.43,0.67,0.68,3.8,100.0
Tunga Bhadra,2017-08-07,1.5,5.5,0.88,0.68,3.8,100.0
