Date,City,Area_Type,Water_Demand,Temperature,Rainfall,Population,Reservoir_Level,Water_Tariff,Weather,Season,Holiday
2030-06-11,Bhopal,Rural,1417,36,4,1500000,6017,6,Cloudy,Summer,1
2030-06-12,Ujjain,Rural,917,42,1,700000,5472,8,Cloudy,Summer,0
2030-06-13,Bhopal,Rural,1533,35,2,1500000,7049,9,Cloudy,Summer,0
2030-06-14,Gwalior,Rural,1124,42,4,1000000,3673,7,Cloudy,Summer,0
2030-06-15,Gwalior,Urban,1550,35,3,1000000,5552,8,Cloudy,Summer,1
2030-06-16,Ujjain,Urban,1189,34,0,700000,3299,6,Sunny,Summer,1
2030-06-17,Gwalior,Urban,1607,40,3,1000000,6758,6,Cloudy,Summer,0
2030-06-18,Ujjain,Urban,1127,32,1,700000,6426,6,Cloudy,Summer,1
2030-06-19,Ujjain,Urban,1266,36,0,700000,6216,8,Sunny,Summer,0
2030-06-20,Ujjain,Rural,824,42,4,700000,6143,6,Cloudy,Summer,0
2030-06-21,Indore,Urban,2812,34,0,2000000,6166,8,Sunny,Summer,0
2030-06-22,Jabalpur,Urban,1224,32,3,800000,6937,9,Cloudy,Summer,0
2030-06-23,Gwalior,Rural,1013,32,3,1000000,7691,9,Cloudy,Summer,0
2030-06-24,Indore,Rural,1927,33,3,2000000,4970,7,Cloudy,Summer,0
2030-06-25,Indore,Urban,2881,39,1,2000000,3230,8,Cloudy,Summer,0
2030-06-26,Jabalpur,Rural,788,33,3,800000,7650,7,Cloudy,Summer,0
2030-06-27,Jabalpur,Urban,1473,44,3,800000,6823,6,Cloudy,Summer,0
2030-06-28,Gwalior,Rural,1097,38,4,1000000,5568,6,Cloudy,Summer,0
2030-06-29,Indore,Urban,2775,35,3,2000000,5178,6,Cloudy,Summer,0
2030-06-30,Gwalior,Urban,1585,32,4,1000000,3431,8,Cloudy,Summer,0
2030-07-01,Jabalpur,Rural,586,28,17,800000,7840,6,Rainy,Monsoon,0
2030-07-02,Jabalpur,Urban,783,28,24,800000,7103,9,Rainy,Monsoon,0
2030-07-03,Bhopal,Urban,2093,27,5,1500000,6978,7,Cloudy,Monsoon,0
2030-07-04,Jabalpur,Urban,966,30,17,800000,6211,7,Rainy,Monsoon,0
2030-07-05,Bhopal,Rural,1279,31,22,1500000,3599,8,Rainy,Monsoon,0
2030-07-06,Jabalpur,Urban,1222,30,6,800000,7576,7,Cloudy,Monsoon,0
2030-07-07,Gwalior,Urban,1423,24,7,1000000,4039,7,Cloudy,Monsoon,0
2030-07-08,Indore,Urban,2524,30,18,2000000,7881,8,Rainy,Monsoon,0
2030-07-09,Indore,Urban,2485,29,14,2000000,4870,7,Rainy,Monsoon,0
2030-07-10,Bhopal,Urban,1950,27,6,1500000,5365,8,Cloudy,Monsoon,0
2030-07-11,Jabalpur,Urban,1155,30,5,800000,7286,9,Cloudy,Monsoon,0
2030-07-12,Ujjain,Urban,1019,29,5,700000,6978,7,Cloudy,Monsoon,0
2030-07-13,Jabalpur,Urban,872,26,17,800000,3647,7,Rainy,Monsoon,1
2030-07-14,Indore,Urban,2551,26,13,2000000,6877,8,Rainy,Monsoon,0
2030-07-15,Jabalpur,Rural,582,30,22,800000,6740,6,Rainy,Monsoon,0
2030-07-16,Ujjain,Urban,866,27,22,700000,4765,7,Rainy,Monsoon,1
2030-07-17,Gwalior,Rural,780,26,18,1000000,6555,7,Rainy,Monsoon,0
2030-07-18,Gwalior,Rural,898,24,8,1000000,7387,8,Cloudy,Monsoon,0
2030-07-19,Indore,Rural,1612,31,19,2000000,3446,9,Rainy,Monsoon,0
2030-07-20,Gwalior,Urban,1073,30,22,1000000,3058,9,Rainy,Monsoon,0
2030-07-21,Ujjain,Urban,782,29,19,700000,5701,8,Rainy,Monsoon,1
2030-07-22,Gwalior,Urban,1282,26,12,1000000,3427,8,Rainy,Monsoon,0
2030-07-23,Jabalpur,Urban,1119,30,12,800000,7581,7,Rainy,Monsoon,0
2030-07-24,Jabalpur,Rural,894,30,6,800000,5171,9,Cloudy,Monsoon,0
2030-07-25,Ujjain,Urban,800,30,17,700000,7895,8,Rainy,Monsoon,0
2030-07-26,Indore,Urban,2703,28,6,2000000,4052,6,Cloudy,Monsoon,0
2030-07-27,Ujjain,Rural,500,28,24,700000,4674,7,Rainy,Monsoon,0
2030-07-28,Indore,Rural,1594,28,21,2000000,5665,9,Rainy,Monsoon,0
2030-07-29,Gwalior,Urban,1437,30,11,1000000,7442,6,Rainy,Monsoon,0
2030-07-30,Bhopal,Urban,1740,30,18,1500000,4729,7,Rainy,Monsoon,0
2030-07-31,Jabalpur,Urban,957,26,20,800000,4658,9,Rainy,Monsoon,0
2030-08-01,Gwalior,Urban,1331,27,14,1000000,4714,6,Rainy,Monsoon,0
2030-08-02,Ujjain,Urban,801,27,19,700000,5471,6,Rainy,Monsoon,0
2030-08-03,Gwalior,Rural,856,28,16,1000000,4820,6,Rainy,Monsoon,1
2030-08-04,Gwalior,Urban,1232,30,20,1000000,7976,7,Rainy,Monsoon,1
2030-08-05,Ujjain,Urban,988,29,9,700000,3220,8,Cloudy,Monsoon,0
2030-08-06,Indore,Urban,2392,24,11,2000000,4961,8,Rainy,Monsoon,1
2030-08-07,Gwalior,Urban,1171,30,20,1000000,7677,9,Rainy,Monsoon,0
2030-08-08,Jabalpur,Urban,1039,27,10,800000,4378,8,Cloudy,Monsoon,0
2030-08-09,Indore,Urban,2492,30,20,2000000,3777,8,Rainy,Monsoon,1
2030-08-10,Gwalior,Urban,1127,27,19,1000000,5162,7,Rainy,Monsoon,0
2030-08-11,Indore,Rural,1709,27,10,2000000,4718,6,Cloudy,Monsoon,0
2030-08-12,Jabalpur,Rural,579,24,14,800000,4164,9,Rainy,Monsoon,0
2030-08-13,Gwalior,Rural,751,27,20,1000000,6859,7,Rainy,Monsoon,0
2030-08-14,Bhopal,Urban,1689,26,24,1500000,6617,6,Rainy,Monsoon,0
2030-08-15,Gwalior,Urban,1302,27,11,1000000,6498,9,Rainy,Monsoon,0
2030-08-16,Indore,Urban,2378,25,14,2000000,4805,7,Rainy,Monsoon,0
2030-08-17,Bhopal,Rural,1424,30,9,1500000,3067,7,Cloudy,Monsoon,0
2030-08-18,Indore,Urban,2566,26,12,2000000,4042,9,Rainy,Monsoon,0
2030-08-19,Indore,Rural,1541,29,20,2000000,5640,9,Rainy,Monsoon,0
2030-08-20,Gwalior,Urban,1061,24,24,1000000,5446,6,Rainy,Monsoon,0
2030-08-21,Ujjain,Urban,936,29,19,700000,3496,8,Rainy,Monsoon,1
2030-08-22,Gwalior,Urban,1098,26,19,1000000,4489,9,Rainy,Monsoon,0
2030-08-23,Jabalpur,Urban,1073,29,15,800000,6634,6,Rainy,Monsoon,0
2030-08-24,Jabalpur,Urban,925,24,22,800000,3803,7,Rainy,Monsoon,0
2030-08-25,Gwalior,Rural,832,26,20,1000000,7003,9,Rainy,Monsoon,0
2030-08-26,Jabalpur,Rural,549,24,18,800000,7179,6,Rainy,Monsoon,0
2030-08-27,Jabalpur,Rural,773,30,9,800000,3656,9,Cloudy,Monsoon,0
2030-08-28,Jabalpur,Rural,702,30,17,800000,5453,6,Rainy,Monsoon,1
2030-08-29,Jabalpur,Urban,1263,29,6,800000,5338,8,Cloudy,Monsoon,0
2030-08-30,Ujjain,Rural,698,30,10,700000,5202,6,Cloudy,Monsoon,0
2030-08-31,Jabalpur,Urban,965,30,23,800000,3284,8,Rainy,Monsoon,0
2030-09-01,Jabalpur,Urban,1017,28,13,800000,6381,9,Rainy,Monsoon,0
2030-09-02,Ujjain,Urban,921,25,14,700000,5511,6,Rainy,Monsoon,0
2030-09-03,Ujjain,Urban,1055,24,8,700000,5913,9,Cloudy,Monsoon,0
2030-09-04,Indore,Rural,1679,27,6,2000000,7037,6,Cloudy,Monsoon,0
2030-09-05,Gwalior,Urban,1194,29,20,1000000,5859,8,Rainy,Monsoon,0
2030-09-06,Indore,Urban,2491,29,13,2000000,6059,9,Rainy,Monsoon,0
2030-09-07,Ujjain,Rural,568,30,17,700000,5662,7,Rainy,Monsoon,0
2030-09-08,Indore,Rural,1614,25,19,2000000,7616,6,Rainy,Monsoon,0
2030-09-09,Bhopal,Urban,1708,24,24,1500000,3892,8,Rainy,Monsoon,0
2030-09-10,Gwalior,Urban,1333,24,8,1000000,7114,9,Cloudy,Monsoon,0
2030-09-11,Jabalpur,Urban,988,27,19,800000,4716,9,Rainy,Monsoon,0
2030-09-12,Ujjain,Urban,701,24,20,700000,5747,8,Rainy,Monsoon,0
2030-09-13,Jabalpur,Urban,1075,31,12,800000,3544,6,Rainy,Monsoon,0
2030-09-14,Gwalior,Urban,1162,26,19,1000000,4512,9,Rainy,Monsoon,0
2030-09-15,Jabalpur,Rural,742,28,17,800000,3144,8,Rainy,Monsoon,0
2030-09-16,Bhopal,Rural,1340,28,12,1500000,6974,7,Rainy,Monsoon,0
2030-09-17,Bhopal,Urban,1945,30,11,1500000,5028,8,Rainy,Monsoon,0
2030-09-18,Ujjain,Urban,857,24,18,700000,3346,9,Rainy,Monsoon,0
2030-09-19,Gwalior,Urban,1365,31,10,1000000,3493,9,Cloudy,Monsoon,0
2030-09-20,Ujjain,Urban,779,24,17,700000,4438,6,Rainy,Monsoon,0
2030-09-21,Ujjain,Urban,961,24,13,700000,5287,9,Rainy,Monsoon,1
2030-09-22,Bhopal,Rural,1175,28,21,1500000,6791,6,Rainy,Monsoon,0
2030-09-23,Jabalpur,Urban,1118,31,11,800000,6319,7,Rainy,Monsoon,0
2030-09-24,Jabalpur,Urban,1160,31,9,800000,5371,8,Cloudy,Monsoon,0
2030-09-25,Ujjain,Rural,500,25,19,700000,7893,6,Rainy,Monsoon,0
2030-09-26,Ujjain,Rural,723,27,6,700000,4242,6,Cloudy,Monsoon,0
2030-09-27,Gwalior,Rural,899,28,7,1000000,7282,9,Cloudy,Monsoon,0
2030-09-28,Jabalpur,Rural,532,27,22,800000,6428,6,Rainy,Monsoon,0
2030-09-29,Gwalior,Rural,873,31,16,1000000,3372,9,Rainy,Monsoon,0
2030-09-30,Jabalpur,Rural,759,30,13,800000,3361,9,Rainy,Monsoon,1
2030-10-01,Gwalior,Urban,1372,21,2,1000000,5241,9,Cloudy,Winter,0
2030-10-02,Ujjain,Urban,1103,22,0,700000,5096,8,Sunny,Winter,0
2030-10-03,Bhopal,Rural,1409,20,1,1500000,7821,9,Cloudy,Winter,0
2030-10-04,Ujjain,Urban,1074,23,0,700000,6004,9,Sunny,Winter,0
2030-10-05,Jabalpur,Rural,810,18,0,800000,4552,9,Sunny,Winter,0
2030-10-06,Jabalpur,Rural,815,14,1,800000,5962,6,Cloudy,Winter,0
2030-10-07,Indore,Urban,2584,12,0,2000000,3702,8,Sunny,Winter,0
2030-10-08,Gwalior,Rural,834,16,0,1000000,7484,7,Sunny,Winter,0
2030-10-09,Gwalior,Urban,1429,15,1,1000000,7379,7,Cloudy,Winter,0
2030-10-10,Gwalior,Urban,1369,20,2,1000000,6848,7,Cloudy,Winter,0
2030-10-11,Bhopal,Urban,2054,19,0,1500000,4515,8,Sunny,Winter,0
2030-10-12,Ujjain,Rural,685,12,2,700000,5959,9,Cloudy,Winter,0
2030-10-13,Jabalpur,Urban,1118,13,1,800000,7800,6,Cloudy,Winter,0
2030-10-14,Jabalpur,Urban,1162,18,0,800000,3318,8,Sunny,Winter,0
2030-10-15,Bhopal,Urban,1946,18,1,1500000,4375,7,Cloudy,Winter,0
2030-10-16,Bhopal,Urban,1891,11,2,1500000,4220,6,Cloudy,Winter,0
2030-10-17,Jabalpur,Rural,813,11,0,800000,5479,6,Sunny,Winter,0
2030-10-18,Ujjain,Urban,1000,14,1,700000,6330,8,Cloudy,Winter,0
2030-10-19,Jabalpur,Urban,1251,24,1,800000,6991,6,Cloudy,Winter,0
2030-10-20,Ujjain,Rural,680,16,1,700000,4831,7,Cloudy,Winter,0
2030-10-21,Gwalior,Urban,1339,11,2,1000000,5453,9,Cloudy,Winter,0
2030-10-22,Bhopal,Urban,2044,22,1,1500000,7584,7,Cloudy,Winter,0
2030-10-23,Jabalpur,Urban,1200,22,0,800000,7426,6,Sunny,Winter,0
2030-10-24,Jabalpur,Rural,649,13,1,800000,7476,8,Cloudy,Winter,0
2030-10-25,Jabalpur,Urban,1096,18,1,800000,7274,6,Cloudy,Winter,0
2030-10-26,Gwalior,Urban,1422,23,2,1000000,7474,8,Cloudy,Winter,1
2030-10-27,Ujjain,Urban,931,16,1,700000,7618,7,Cloudy,Winter,0
2030-10-28,Ujjain,Rural,596,17,1,700000,6595,8,Cloudy,Winter,0
2030-10-29,Jabalpur,Rural,734,24,1,800000,5224,7,Cloudy,Winter,0
2030-10-30,Ujjain,Urban,976,12,1,700000,6459,7,Cloudy,Winter,0
2030-10-31,Indore,Rural,1821,22,0,2000000,3259,6,Sunny,Winter,0
2030-11-01,Gwalior,Urban,1481,20,1,1000000,5641,9,Cloudy,Winter,0
2030-11-02,Indore,Rural,1753,14,2,2000000,5093,6,Cloudy,Winter,0
2030-11-03,Jabalpur,Urban,1108,13,1,800000,4038,7,Cloudy,Winter,0
2030-11-04,Indore,Urban,2695,23,0,2000000,6432,6,Sunny,Winter,0
2030-11-05,Bhopal,Urban,1971,11,2,1500000,6530,8,Cloudy,Winter,0
2030-11-06,Ujjain,Urban,872,14,2,700000,4484,8,Cloudy,Winter,0
2030-11-07,Gwalior,Urban,1364,12,2,1000000,5945,7,Cloudy,Winter,0
2030-11-08,Bhopal,Urban,2033,19,0,1500000,7027,6,Sunny,Winter,0
2030-11-09,Bhopal,Urban,2024,17,1,1500000,6842,8,Cloudy,Winter,0
2030-11-10,Jabalpur,Urban,1109,21,1,800000,5036,8,Cloudy,Winter,0
2030-11-11,Bhopal,Rural,1311,20,2,1500000,3088,8,Cloudy,Winter,0
2030-11-12,Indore,Urban,2567,10,2,2000000,6841,7,Cloudy,Winter,0
2030-11-13,Ujjain,Rural,593,16,2,700000,5096,8,Cloudy,Winter,0
2030-11-14,Indore,Rural,1726,11,0,2000000,5478,8,Sunny,Winter,0
2030-11-15,Ujjain,Urban,1035,15,2,700000,3226,8,Cloudy,Winter,0
2030-11-16,Gwalior,Urban,1353,22,2,1000000,7063,9,Cloudy,Winter,0
2030-11-17,Bhopal,Urban,1895,15,1,1500000,6218,7,Cloudy,Winter,0
2030-11-18,Ujjain,Urban,972,15,0,700000,4781,7,Sunny,Winter,0
2030-11-19,Gwalior,Rural,868,21,0,1000000,3166,9,Sunny,Winter,1
2030-11-20,Indore,Urban,2614,21,2,2000000,3670,9,Cloudy,Winter,0
2030-11-21,Ujjain,Rural,724,10,1,700000,3280,8,Cloudy,Winter,0
2030-11-22,Bhopal,Urban,1982,22,2,1500000,4437,7,Cloudy,Winter,0
2030-11-23,Jabalpur,Urban,1230,16,1,800000,4464,7,Cloudy,Winter,0
2030-11-24,Gwalior,Urban,1277,14,1,1000000,4322,9,Cloudy,Winter,0
2030-11-25,Ujjain,Urban,1092,22,2,700000,6062,8,Cloudy,Winter,1
2030-11-26,Ujjain,Urban,1064,14,1,700000,5356,9,Cloudy,Winter,1
2030-11-27,Jabalpur,Urban,1206,23,2,800000,5014,6,Cloudy,Winter,0
2030-11-28,Bhopal,Urban,1964,22,2,1500000,4334,6,Cloudy,Winter,0
2030-11-29,Ujjain,Urban,872,10,0,700000,6007,9,Sunny,Winter,0
2030-11-30,Gwalior,Urban,1352,19,0,1000000,7978,6,Sunny,Winter,1
2030-12-01,Bhopal,Urban,2096,23,0,1500000,6437,6,Sunny,Winter,0
2030-12-02,Gwalior,Urban,1460,23,0,1000000,6265,6,Sunny,Winter,0
2030-12-03,Jabalpur,Urban,1069,16,2,800000,5551,7,Cloudy,Winter,0
2030-12-04,Indore,Urban,2747,22,0,2000000,6265,7,Sunny,Winter,0
2030-12-05,Jabalpur,Urban,1100,19,2,800000,4055,7,Cloudy,Winter,0
2030-12-06,Jabalpur,Urban,1078,13,1,800000,6079,9,Cloudy,Winter,0
2030-12-07,Gwalior,Urban,1517,21,0,1000000,5513,8,Sunny,Winter,0
2030-12-08,Ujjain,Rural,558,12,2,700000,3676,7,Cloudy,Winter,0
2030-12-09,Gwalior,Urban,1546,23,0,1000000,6075,7,Sunny,Winter,0
2030-12-10,Bhopal,Urban,2043,16,0,1500000,7316,7,Sunny,Winter,0
2030-12-11,Ujjain,Urban,1010,12,2,700000,6646,7,Cloudy,Winter,0
2030-12-12,Ujjain,Urban,1188,24,0,700000,7133,9,Sunny,Winter,0
2030-12-13,Indore,Urban,2582,23,0,2000000,7030,9,Sunny,Winter,1
2030-12-14,Jabalpur,Urban,1138,16,2,800000,6518,8,Cloudy,Winter,0
2030-12-15,Jabalpur,Urban,1215,22,0,800000,4187,9,Sunny,Winter,0
2030-12-16,Jabalpur,Urban,1200,23,1,800000,4989,6,Cloudy,Winter,0
2030-12-17,Ujjain,Urban,978,16,2,700000,4661,6,Cloudy,Winter,0
2030-12-18,Ujjain,Rural,689,17,1,700000,7233,9,Cloudy,Winter,0
2030-12-19,Ujjain,Rural,679,12,1,700000,6761,6,Cloudy,Winter,0
2030-12-20,Gwalior,Rural,930,19,2,1000000,4688,9,Cloudy,Winter,0
2030-12-21,Bhopal,Urban,2049,17,1,1500000,6410,7,Cloudy,Winter,0
2030-12-22,Jabalpur,Rural,725,24,2,800000,4742,6,Cloudy,Winter,1
2030-12-23,Jabalpur,Urban,1075,10,1,800000,3362,7,Cloudy,Winter,0
2030-12-24,Ujjain,Urban,1094,20,1,700000,6864,9,Cloudy,Winter,0
2030-12-25,Gwalior,Urban,1428,23,0,1000000,7002,7,Sunny,Winter,0
2030-12-26,Jabalpur,Urban,1113,18,2,800000,5353,8,Cloudy,Winter,0
2030-12-27,Gwalior,Rural,1018,17,1,1000000,4434,6,Cloudy,Winter,0
2030-12-28,Jabalpur,Urban,1109,10,0,800000,4955,6,Sunny,Winter,0
2030-12-29,Indore,Rural,1692,13,0,2000000,5329,8,Sunny,Winter,0
2030-12-30,Jabalpur,Urban,1131,16,0,800000,4646,6,Sunny,Winter,1
2030-12-31,Jabalpur,Urban,1246,16,0,800000,7613,8,Sunny,Winter,1
2031-01-01,Indore,Rural,1841,23,1,2000000,4583,7,Cloudy,Winter,0
2031-01-02,Jabalpur,Urban,1183,12,0,800000,6907,9,Sunny,Winter,0
2031-01-03,Gwalior,Urban,1264,16,2,1000000,7089,6,Cloudy,Winter,0
2031-01-04,Bhopal,Rural,1392,22,2,1500000,4694,6,Cloudy,Winter,0
2031-01-05,Gwalior,Urban,1233,12,2,1000000,6654,6,Cloudy,Winter,0
2031-01-06,Gwalior,Urban,1420,12,1,1000000,4223,8,Cloudy,Winter,0
2031-01-07,Bhopal,Rural,1312,19,0,1500000,3683,9,Sunny,Winter,0
2031-01-08,Indore,Urban,2570,19,2,2000000,5017,9,Cloudy,Winter,0
2031-01-09,Gwalior,Rural,943,15,0,1000000,6920,6,Sunny,Winter,0
2031-01-10,Jabalpur,Rural,700,10,0,800000,6736,8,Sunny,Winter,1
2031-01-11,Gwalior,Urban,1239,13,1,1000000,6459,6,Cloudy,Winter,0
2031-01-12,Jabalpur,Urban,1208,20,2,800000,3234,8,Cloudy,Winter,0
2031-01-13,Ujjain,Urban,963,11,2,700000,6254,6,Cloudy,Winter,0
2031-01-14,Bhopal,Rural,1369,20,2,1500000,3033,6,Cloudy,Winter,0
2031-01-15,Ujjain,Urban,1081,23,0,700000,7510,8,Sunny,Winter,0
2031-01-16,Gwalior,Urban,1514,19,0,1000000,7263,8,Sunny,Winter,0
2031-01-17,Indore,Urban,2584,18,2,2000000,7993,9,Cloudy,Winter,0
2031-01-18,Jabalpur,Urban,1137,15,1,800000,7919,6,Cloudy,Winter,0
2031-01-19,Indore,Urban,2433,10,2,2000000,4384,7,Cloudy,Winter,0
2031-01-20,Bhopal,Urban,1904,13,2,1500000,4734,9,Cloudy,Winter,0
2031-01-21,Jabalpur,Urban,1133,13,2,800000,3542,8,Cloudy,Winter,0
2031-01-22,Gwalior,Rural,907,24,0,1000000,3946,9,Sunny,Winter,0
2031-01-23,Gwalior,Rural,979,17,0,1000000,6284,6,Sunny,Winter,0
2031-01-24,Jabalpur,Urban,1005,11,1,800000,3501,8,Cloudy,Winter,0
2031-01-25,Jabalpur,Urban,1105,16,1,800000,5147,6,Cloudy,Winter,0
2031-01-26,Bhopal,Urban,1936,10,0,1500000,4302,7,Sunny,Winter,0
2031-01-27,Indore,Urban,2537,22,2,2000000,6630,8,Cloudy,Winter,0
2031-01-28,Indore,Rural,1733,13,1,2000000,6830,8,Cloudy,Winter,0
2031-01-29,Bhopal,Rural,1315,10,0,1500000,6601,7,Sunny,Winter,0
2031-01-30,Indore,Urban,2563,18,1,2000000,6609,7,Cloudy,Winter,0
2031-01-31,Gwalior,Urban,1222,11,2,1000000,6684,9,Cloudy,Winter,0
2031-02-01,Gwalior,Urban,1390,24,2,1000000,4047,9,Cloudy,Winter,0
2031-02-02,Gwalior,Urban,1442,19,1,1000000,6172,8,Cloudy,Winter,0
2031-02-03,Jabalpur,Urban,1092,17,0,800000,3530,8,Sunny,Winter,0
2031-02-04,Ujjain,Urban,916,10,0,700000,4461,9,Sunny,Winter,1
2031-02-05,Ujjain,Rural,659,16,0,700000,6024,6,Sunny,Winter,0
2031-02-06,Gwalior,Rural,1032,23,1,1000000,4388,6,Cloudy,Winter,0
2031-02-07,Jabalpur,Urban,1288,23,2,800000,5859,8,Cloudy,Winter,1
2031-02-08,Ujjain,Urban,1173,23,1,700000,5525,8,Cloudy,Winter,0
2031-02-09,Ujjain,Urban,957,21,2,700000,3908,7,Cloudy,Winter,0
2031-02-10,Ujjain,Rural,604,16,1,700000,3717,7,Cloudy,Winter,0
2031-02-11,Jabalpur,Urban,1163,17,2,800000,4450,9,Cloudy,Winter,1
2031-02-12,Gwalior,Urban,1385,13,0,1000000,4321,9,Sunny,Winter,0
2031-02-13,Ujjain,Urban,1040,16,2,700000,6630,7,Cloudy,Winter,0
2031-02-14,Jabalpur,Rural,705,17,1,800000,7896,8,Cloudy,Winter,1
2031-02-15,Jabalpur,Urban,1116,12,1,800000,3710,9,Cloudy,Winter,0
2031-02-16,Bhopal,Rural,1194,12,2,1500000,6594,8,Cloudy,Winter,0
2031-02-17,Indore,Urban,2645,16,1,2000000,4279,8,Cloudy,Winter,0
2031-02-18,Indore,Urban,2608,19,2,2000000,3443,9,Cloudy,Winter,0
2031-02-19,Indore,Urban,2513,16,0,2000000,4864,9,Sunny,Winter,0
2031-02-20,Ujjain,Urban,1104,16,1,700000,5333,8,Cloudy,Winter,0
2031-02-21,Jabalpur,Rural,871,17,0,800000,7398,9,Sunny,Winter,0
2031-02-22,Indore,Urban,2569,16,1,2000000,3262,9,Cloudy,Winter,0
2031-02-23,Ujjain,Urban,1096,18,1,700000,3883,9,Cloudy,Winter,0
2031-02-24,Bhopal,Urban,1919,15,2,1500000,4535,7,Cloudy,Winter,0
2031-02-25,Bhopal,Rural,1335,16,1,1500000,5170,6,Cloudy,Winter,0
2031-02-26,Jabalpur,Urban,1106,23,2,800000,7991,9,Cloudy,Winter,0
2031-02-27,Indore,Urban,2472,13,2,2000000,5986,8,Cloudy,Winter,0
2031-02-28,Jabalpur,Urban,1332,23,0,800000,7473,6,Sunny,Winter,0
2031-03-01,Bhopal,Urban,2084,21,2,1500000,3660,7,Cloudy,Winter,0
2031-03-02,Gwalior,Rural,923,16,2,1000000,6521,9,Cloudy,Winter,0
2031-03-03,Bhopal,Urban,2103,24,2,1500000,3523,7,Cloudy,Winter,0
2031-03-04,Ujjain,Rural,586,13,1,700000,7718,9,Cloudy,Winter,1
2031-03-05,Gwalior,Urban,1479,21,1,1000000,6822,8,Cloudy,Winter,0
2031-03-06,Jabalpur,Urban,1134,15,1,800000,6166,8,Cloudy,Winter,0
2031-03-07,Jabalpur,Urban,1115,18,1,800000,5789,9,Cloudy,Winter,0
2031-03-08,Ujjain,Urban,944,13,0,700000,3676,8,Sunny,Winter,0
2031-03-09,Jabalpur,Rural,789,22,2,800000,5394,9,Cloudy,Winter,0
2031-03-10,Bhopal,Urban,1990,17,1,1500000,7598,8,Cloudy,Winter,0
2031-03-11,Indore,Urban,2483,10,1,2000000,6954,7,Cloudy,Winter,0
2031-03-12,Gwalior,Urban,1401,10,1,1000000,5933,7,Cloudy,Winter,0
2031-03-13,Jabalpur,Urban,1235,15,0,800000,4831,8,Sunny,Winter,1
2031-03-14,Bhopal,Rural,1237,13,2,1500000,6277,7,Cloudy,Winter,0
2031-03-15,Gwalior,Urban,1404,16,1,1000000,4600,9,Cloudy,Winter,0
2031-03-16,Ujjain,Urban,1082,16,0,700000,5431,9,Sunny,Winter,0
2031-03-17,Indore,Rural,1663,11,2,2000000,3563,7,Cloudy,Winter,0
2031-03-18,Indore,Urban,2568,16,2,2000000,5036,8,Cloudy,Winter,0
2031-03-19,Gwalior,Urban,1253,13,1,1000000,3927,9,Cloudy,Winter,0
2031-03-20,Gwalior,Rural,872,21,0,1000000,3809,7,Sunny,Winter,1
2031-03-21,Indore,Urban,2719,23,0,2000000,7649,8,Sunny,Winter,0
2031-03-22,Bhopal,Rural,1287,22,1,1500000,7397,9,Cloudy,Winter,1
2031-03-23,Ujjain,Urban,1061,23,2,700000,4803,9,Cloudy,Winter,0
2031-03-24,Jabalpur,Urban,1033,15,1,800000,5788,6,Cloudy,Winter,0
2031-03-25,Jabalpur,Urban,1073,19,1,800000,4259,6,Cloudy,Winter,0
2031-03-26,Gwalior,Urban,1332,12,1,1000000,7503,6,Cloudy,Winter,0
2031-03-27,Gwalior,Urban,1397,10,1,1000000,6022,7,Cloudy,Winter,0
2031-03-28,Bhopal,Urban,2076,18,2,1500000,3485,6,Cloudy,Winter,0
2031-03-29,Indore,Urban,2659,14,0,2000000,5042,6,Sunny,Winter,0
2031-03-30,Indore,Urban,2569,10,0,2000000,4605,6,Sunny,Winter,0
2031-03-31,Gwalior,Urban,1503,23,0,1000000,7642,8,Sunny,Winter,0
2031-04-01,Indore,Urban,2861,38,1,2000000,3878,9,Cloudy,Summer,0
2031-04-02,Gwalior,Urban,1639,43,3,1000000,3587,9,Cloudy,Summer,0
2031-04-03,Gwalior,Rural,1009,39,4,1000000,5538,6,Cloudy,Summer,1
2031-04-04,Ujjain,Urban,1193,32,0,700000,4195,9,Sunny,Summer,0
2031-04-05,Gwalior,Urban,1492,33,2,1000000,5367,9,Cloudy,Summer,0
2031-04-06,Indore,Urban,2810,44,3,2000000,6336,7,Cloudy,Summer,0
2031-04-07,Gwalior,Urban,1621,40,1,1000000,5303,6,Cloudy,Summer,1
2031-04-08,Jabalpur,Urban,1426,42,0,800000,6421,8,Sunny,Summer,0
2031-04-09,Bhopal,Urban,2243,35,1,1500000,4946,6,Cloudy,Summer,0
2031-04-10,Gwalior,Urban,1461,33,4,1000000,7814,9,Cloudy,Summer,0
2031-04-11,Ujjain,Urban,1253,36,2,700000,4744,9,Cloudy,Summer,0
2031-04-12,Indore,Rural,1918,42,2,2000000,6726,9,Cloudy,Summer,0
2031-04-13,Bhopal,Urban,2043,33,3,1500000,7017,6,Cloudy,Summer,0
2031-04-14,Gwalior,Urban,1597,35,0,1000000,5280,8,Sunny,Summer,0
2031-04-15,Indore,Urban,2896,39,1,2000000,5194,9,Cloudy,Summer,0
2031-04-16,Jabalpur,Urban,1435,44,2,800000,6587,6,Cloudy,Summer,0
2031-04-17,Ujjain,Urban,1366,43,4,700000,4468,8,Cloudy,Summer,0
2031-04-18,Indore,Urban,2845,40,3,2000000,3269,6,Cloudy,Summer,0
2031-04-19,Bhopal,Urban,2177,42,2,1500000,7632,6,Cloudy,Summer,0
2031-04-20,Jabalpur,Urban,1380,38,1,800000,5323,7,Cloudy,Summer,0
